custom_id,season,episode_number,episode_title,air_date,source_notes,has_false_suspect,has_public_exposure,needs_deep_review,summary
lo_s06_e22,6,22,Homesick,,Transcript appears truncated at end during final scene with Claire and Jack.,Y,Y,Y,"A five-month-old baby, Evan Karmel, dies from nicotine poisoning found in baby food. The au pair, Lila Crenshaw, is arrested after pesticide is found in her room and her diary reveals she hated caring for the baby. After a mistrial (7-5 against conviction), the prosecution changes theory to depraved indifference based on her failure to respond to the baby's distress. The transcript ends mid-conversation suggesting Ben Karmel may have lied about timeline, but is incomplete."
lo_s06_e23,6,23,Aftershock,,"This episode focuses on the emotional aftermath of an execution (Mickey Scott) and does not contain a traditional investigation with false accusations. The episode is character-driven, exploring how the execution affects various members of the criminal justice system.",N,N,N,"This episode departs from the typical Law & Order format. It centers on the execution of Mickey Scott, who raped and murdered Adele Saunders. The episode follows various characters (Briscoe, Curtis, McCoy, Claire Kincaid, Van Buren) through their day off as they process the execution's emotional impact. There are no criminal investigations, no false accusations, and no innocent people harmed by the justice system. The episode is a character study examining moral ambiguity, burnout, and the personal toll of working in criminal justice."
lo_s07_e01,7,1,Causa Mortis,,Transcript appears complete through courtroom proceedings; ends mid-sentence during discussion of Mercer/Wrightman relationship.,N,N,N,"Fernando Salva carjacks and murders Maureen Rankin, a teacher and mother of four. Despite strong evidence including an audio recording of the crime and the murder weapon, both are suppressed due to legal technicalities. Salva's fiancée Anna Galvez initially appears complicit (helped select paint color for stolen car, knew about gun's location) but is ultimately cleared when it becomes apparent she was manipulated by defense attorneys Mercer and Wrightman who represented both defendants to create privilege issues. The episode focuses on prosecutorial frustration with evidence suppression rather than wrongful accusations of innocent people."
lo_s07_e02,7,2,I.D.,,Transcript appears complete through courtroom proceedings. Twin sister identity swap case.,Y,Y,N,"A woman is found murdered in an elevator. Detectives trace her to a hotel where they find her 'sister' Lucy Sullivan. Later evidence reveals the victim was actually Lucy Sullivan, and the surviving sister is Joanne Sullivan Dunbar, who killed her twin to assume her identity and escape mob connections from her gambling scam activities with husband William Dunbar. The case involves identity fraud and double jeopardy issues when the prosecution discovers mid-trial they've been prosecuting the wrong sister's murder."
lo_s07_e03,7,3,Good Girl,,Transcript appears truncated at end (mid-sentence during jury discussion).,Y,Y,Y,"Charley Monroe, a black college freshman, is murdered in his apartment. Danielle Mason, an 18-year-old white woman, is arrested after her fingerprints are found at the scene. She claims Monroe drugged and raped her with Rohypnol, then she killed him in self-defense when he attempted to assault her again. Police investigation reveals she knew Monroe (calls to his pager, he worked on her street as magazine salesman) and lied about being at the library. Monroe had a sealed juvenile record for sexual assault at age 12. The case becomes racially charged; Monroe's family accuses the DA of refusing to prosecute because victim is black and defendant is white. A judge orders McCoy to seek indictment. At trial, defense attacks Lt. Van Buren for withholding Monroe's juvenile record and claims prosecution is driven by 'black community' pressure. Transcript ends mid-trial during jury tampering controversy."
lo_s07_e04,7,4,Survivor,,Transcript appears complete through resolution of Petersen's charges being dropped and focus shifting to Judith Sandler.,Y,Y,N,"Stephen Campbell, a coin dealer, is murdered at his gallery. Richard Petersen (wealthy businessman whose rare coins Campbell held) becomes primary suspect after investigators find stolen coins in his apartment and his prints on the safe. Evidence later points to Judith Sandler, daughter of Holocaust survivors, who believed the Petersen coins were stolen from her family by Nazis. Petersen is arrested and held on $2M bail before charges are eventually dropped. Search evidence against Sandler is suppressed due to coercion related to her Holocaust-related trauma."
lo_s07_e05,7,5,Corruption,,Transcript appears truncated mid-sentence during Officer Abrams testimony,Y,Y,Y,"Detective John Flynn kills drug dealer Ruben Morales in what he claims is self-defense. Investigation reveals Flynn was paid by drug lord Hector Garcia to eliminate Morales, who was cooperating with the DA. Flynn is arrested for murder but makes a deal with the Hellman Commission investigating police corruption. As part of his testimony, Flynn falsely accuses his former colleague Detective Lennie Briscoe of stealing evidence five years earlier. The actual thief was Officer Dave Spence (now deceased). Briscoe faces public accusations before the commission until Officer Betty Abrams provides alibi testimony. Transcript cuts off during her cross-examination."
lo_s07_e06,7,6,Double Blind,,Transcript appears complete through courtroom argument.,N,N,N,"A janitor, Greg Franklin, is murdered with explosive-tipped bullets by Alan Sawyer, a schizophrenic college student participating in a drug study. Franklin was earlier falsely accused of stealing tranquilizers from Hudson University, causing him to quit, but this accusation does not meet the threshold for inclusion (no documented public exposure or material consequences beyond job change). The actual perpetrator, Alan Sawyer, is mentally ill and confesses. Dr. Christian Varick, the psychiatrist conducting the drug study, is later charged with manslaughter for recklessly ignoring Alan's relapse and threats. No qualifying false suspects with public exposure and material harm."
lo_s07_e07,7,7,Deadbeat,,Transcript appears complete through interrogation of Kirby but cuts off mid-sentence at end.,Y,Y,N,"Michael Webber (alias Michael Malone) is murdered in a hotel. Detectives initially suspect James and Peter Pogosian, two car brokers who came to meet him. They are arrested with a gun but released when ballistics don't match. Victoria Lewis, Webber's fiancée, is briefly misled about his identity. Eventually Max Schaeffer, Webber's former father-in-law, confesses to the killing after being confronted with evidence. The Pogosians suffered public arrest and detention despite being innocent of the murder."
lo_s07_e08,7,8,Family Business,,Transcript appears truncated mid-sentence during Greer's testimony about suborning perjury allegations.,Y,Y,Y,"Richard Spiegel, CFO of Bergreen's department store, is murdered. Investigation reveals he was having an affair with designer Paul Medici while Spiegel's wife Kate was also involved with Medici. Spiegel planned to expose co-president Laura Bergreen's embezzlement of employee 401k funds. Both sisters become suspects. Kate receives immunity to testify against Laura, claiming Laura threatened Spiegel. However, father Seymour Bergreen testifies Kate confessed to the murder, creating reasonable doubt. Paul Medici is initially suspected due to affair and business dispute but is cleared. Transcript ends mid-trial with perjury allegations."
lo_s07_e09,7,9,Entrapment,,"Transcript appears complete through courtroom dismissal scene. Episode involves Roland Books shooting, Huey Tate accused, entrapment hearing results in dismissal.",Y,Y,N,"Roland Books and his bodyguard Otis Cooke are shot outside a restaurant. Huey Tate (son of Books' predecessor Marcus Tate) is accused based on a recorded conversation with Angela Roney where he discusses killing Books. At an Isaacson entrapment hearing, it's revealed Roney was a former FBI informant. The judge dismisses charges, finding Roney acted as a government agent who manufactured the crime. Evidence suggests Roney may have actually committed the shooting herself using Tate's car without his knowledge."
